artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Britney Spears,I'm a Slave 4 U,203600,FALSO,2001,69,514,843,5,-3.579,0,106,415,134,107,963,110.027,pop
Creed,My Sacrifice,294600,FALSO,2001,69,667,880,2,-6.035,1,504,101,4.31e-06,760,257,146.349,"pop, rock, metal"
Darude,Sandstorm,225493,FALSO,2001,69,558,965,11,-7.984,0,465,141,985,797,587,136.065,"pop, Dance/Electronic"
Gabrielle,Out Of Reach,196986,FALSO,2001,69,908,480,11,-6.567,1,452,503,0.0,106,496,182.862,"pop, R&B"
P.O.D.,Youth of the Nation,256240,FALSO,2001,69,835,860,8,-7.533,1,621,834,106,390,517,97.867,"rock, metal"
Destiny's Child,Survivor,254026,FALSO,2001,70,839,911,1,-2.027,0,410,559,0.0,775,619,161.109,"pop, R&B"
Puddle Of Mudd,She Hates Me,216760,VERDADERO,2001,70,766,748,4,-5.433,1,323,935,0.0,753,584,109.781,"rock, metal"
Blu Cantrell,Hit 'Em Up Style (Oops!),250706,FALSO,2001,71,663,773,5,-4.983,0,586,201,0.0,404,667,89.976,"pop, R&B"
The Calling,Wherever You Will Go,208600,FALSO,2001,72,794,719,2,-5.113,1,267,367,0.0,115,371,112.027,pop
Eve,Let Me Blow Ya Mind,230133,VERDADERO,2001,73,653,557,8,-4.243,0,107,242,0.0,709,897,90.032,"hip hop, pop, R&B"
Fat Joe,What's Luv? (feat. Ja-Rule & Ashanti),267093,VERDADERO,2001,73,613,707,8,-5.074,1,598,219,2.19e-05,108,919,93.955,"hip hop, pop"
Ja Rule,Always On Time,245133,VERDADERO,2001,73,911,706,5,-6.104,0,199,208,0.0,242,839,96.673,"hip hop, pop, R&B"
Kylie Minogue,Can't Get You out of My Head,230640,FALSO,2001,73,481,563,9,-7.516,0,339,263,683,115,964,126.007,"pop, Dance/Electronic"
Gorillaz,Clint Eastwood,340920,VERDADERO,2001,74,643,694,10,-8.627,0,171,253,0.0,698,525,167.953,hip hop
Shakira,"Whenever, Wherever",196160,FALSO,2001,74,446,832,1,-4.862,0,407,237,1.14e-05,203,871,107.657,"pop, latin"
Alien Ant Farm,Smooth Criminal,209266,FALSO,2001,75,668,964,9,-4.261,0,582,316,512,144,870,126.928,"rock, metal"
Daft Punk,One More Time,320357,FALSO,2001,76,602,697,2,-8.618,1,133,194,0.0,332,476,122.746,"hip hop, Dance/Electronic"
Mary J. Blige,Family Affair,265866,FALSO,2001,76,646,551,8,-3.75,0,449,132,4.12e-05,863,969,92.887,"pop, R&B"
Modjo,Lady - Hear Me Tonight,307153,FALSO,2001,77,686,808,6,-5.627,1,379,793,293,634,869,126.041,Dance/Electronic
Train,Drops of Jupiter (Tell Me),259933,FALSO,2001,77,517,638,0,-5.862,1,276,153,0.0,154,497,79.064,pop
Jimmy Eat World,The Middle,165853,FALSO,2001,78,836,849,2,-5.428,1,526,371,0.0,580,903,162.152,"rock, pop"
Nickelback,How You Remind Me,223840,FALSO,2001,78,786,764,10,-5.042,1,330,135,0.0,990,543,172.094,"rock, metal"
LL Cool J,Luv U Better,287000,FALSO,2002,2,855,806,6,-3.9,1,239,232,0.0,180,721,95.022,"hip hop, pop, R&B"
Aaliyah,Miss You - Main,245240,FALSO,2002,36,611,340,10,-9.867,1,375,618,0.0,234,511,109.598,"hip hop, pop, R&B"
Aaliyah,More Than A Woman,230346,FALSO,2002,42,797,638,11,-5.803,1,787,556,14,182,740,86.994,"hip hop, pop, R&B"
Brandy,What About Us?,253200,FALSO,2002,43,718,698,5,-2.942,0,223,263,0.0,390,748,93.118,"hip hop, pop, R&B"
Sugababes,Freak Like Me,195866,FALSO,2002,45,705,919,5,-3.451,1,925,996,1.81e-06,557,387,91.868,"pop, R&B"
Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,162333,FALSO,2002,46,649,762,7,-5.044,0,598,826,5.48e-05,102,941,133.592,pop
Charli Baltimore,Down 4 U,318213,VERDADERO,2002,47,567,590,7,-7.442,1,320,252,0.0,665,519,83.133,pop
Lil Jon & The East Side Boyz,Get Low,324600,FALSO,2002,47,649,604,1,-8.019,1,396,22,0.0,194,120,101.043,"hip hop, pop"
Dirty Vegas,Days Go By,432146,FALSO,2002,48,838,853,9,-8.274,0,688,499,872,350,309,126.990,Dance/Electronic
B2K,Uh Huh,223293,FALSO,2002,49,714,681,2,-4.955,1,688,881,3.7e-06,592,908,99.699,"hip hop, pop, R&B"
Brandy,Another Day in Paradise - R&B-Version,271626,FALSO,2002,50,338,787,6,-5.176,0,327,666,3.68e-05,724,556,102.043,"hip hop, pop, R&B"
Brandy,Full Moon,248933,FALSO,2002,52,513,654,10,-4.823,0,139,372,432,926,609,105.922,"hip hop, pop, R&B"
Aaliyah,Try Again,284000,FALSO,2002,53,747,622,6,-5.642,0,290,807,0.0,841,731,93.020,"hip hop, pop, R&B"
Jennifer Lopez,I'm Gonna Be Alright (feat. Nas),172240,FALSO,2002,53,707,690,10,-4.382,0,265,106,0.0,271,774,93.401,"hip hop, pop, R&B"
Holly Valance,Kiss Kiss,204400,FALSO,2002,54,688,717,4,-4.944,0,125,369,461,701,554,97.036,"pop, Dance/Electronic"
Kelly Rowland,Stole,249293,FALSO,2002,54,688,718,7,-4.984,0,594,676,4.26e-06,174,477,79.993,"hip hop, pop, R&B"
Ashanti,Baby,265706,VERDADERO,2002,55,723,580,4,-5.757,0,223,84,5.37e-06,342,460,157.596,"hip hop, pop, R&B"
Jaheim,Put That Woman First,245773,VERDADERO,2002,55,412,536,5,-8.804,0,132,492,0.0,184,513,78.935,"pop, R&B"
Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,161240,FALSO,2002,56,791,764,7,-5.076,0,586,862,122,906,924,133.592,pop
JAY-Z,Excuse Me Miss,281240,VERDADERO,2002,56,837,862,6,-5.531,1,286,305,0.0,884,887,92.849,hip hop
The Goo Goo Dolls,Here Is Gone,238173,FALSO,2002,56,701,685,1,-5.178,1,322,52,512,109,221,102.192,"pop, rock"
Alanis Morissette,Hands Clean,269400,FALSO,2002,57,405,820,7,-5.428,1,299,192,2.83e-06,504,520,99.952,"pop, Folk/Acoustic"
Floetry,Say Yes,268373,FALSO,2002,57,777,398,5,-12.932,0,743,211,1.42e-06,113,428,117.901,"hip hop, pop, R&B"
Missy Elliott,Gossip Folks (feat. Ludacris),234893,VERDADERO,2002,57,778,538,0,-5.264,1,505,362,0.0,317,439,121.732,"hip hop, pop, R&B"
Daniel Bedingfield,If You're Not The One,257026,FALSO,2002,58,683,538,10,-7.608,1,292,504,0.0,111,270,119.998,pop
Daniel Bedingfield,If You're Not The One,257026,FALSO,2002,58,597,538,10,-7.608,1,292,504,0.0,111,270,119.998,pop
Eve,Gangsta Lovin',239266,VERDADERO,2002,58,701,840,1,-3.523,0,608,619,0.0,945,827,94.332,"hip hop, pop, R&B"
Musiq Soulchild,Halfcrazy,254493,FALSO,2002,58,555,770,11,-6.057,0,180,462,1.5e-06,485,418,101.955,"pop, R&B"
N.O.R.E.,Nothin',264653,VERDADERO,2002,58,733,863,3,-6.118,0,151,317,1.13e-06,270,742,97.035,"hip hop, pop"
Nas,I Can,253720,FALSO,2002,58,727,885,6,-3.914,0,182,103,0.0,666,694,95.313,hip hop
Truth Hurts,Addictive,226440,VERDADERO,2002,58,859,677,11,-6.591,0,147,737,162,187,367,99.271,"pop, R&B"
Craig David,Rise & Fall (feat. Sting),287226,FALSO,2002,59,769,589,6,-7.51,0,586,252,0.0,661,808,83.373,"hip hop, pop, R&B"
Disturbing Tha Peace,Move Bitch,272293,VERDADERO,2002,59,784,751,1,-5.692,1,133,245,0.0,100,191,177.894,"hip hop, pop"
Sean Paul,Gimme the Light,228000,VERDADERO,2002,59,757,761,2,-5.529,1,525,141,4.61e-05,441,923,107.288,"hip hop, pop"
Sugababes,Round Round,236426,FALSO,2002,59,853,845,6,-3.802,0,338,287,6.23e-06,115,749,126.607,"pop, R&B"
Blue,One Love,207186,FALSO,2002,60,734,722,8,-4.039,0,358,243,4.2e-05,350,854,95.012,pop
Elvis Presley,A Little Less Conversation - JXL Radio Edit Remix,211506,FALSO,2002,60,571,970,4,-5.972,0,502,385,205,133,717,114.999,"rock, easy listening"
Jennifer Lopez,All I Have (feat. LL Cool J),254466,FALSO,2002,60,256,669,1,-5.265,1,107,271,0.0,158,446,83.066,"hip hop, pop, R&B"
Ronan Keating,If Tomorrow Never Comes,214306,FALSO,2002,60,758,496,10,-6.136,1,280,333,0.0,956,270,79.01,"pop, rock"
Tyrese,How You Gonna Act Like That,294693,FALSO,2002,60,675,521,3,-3.657,0,457,107,0.0,692,525,112.913,"hip hop, pop, R&B"
Ashanti,Happy,262226,VERDADERO,2002,61,783,515,2,-6.553,0,289,241,3.74e-06,124,695,89.488,"hip hop, pop, R&B"
Christina Aguilera,Can't Hold Us Down (feat. Lil' Kim),255266,FALSO,2002,61,607,658,8,-4.481,1,192,326,181,651,538,98.989,pop
Ja Rule,Mesmerize,278693,VERDADERO,2002,61,754,646,1,-6.653,1,199,566,0.0,406,433,90.079,"hip hop, pop, R&B"
Nelly,Air Force Ones,304000,VERDADERO,2002,61,435,459,4,-9.74,0,317,847,0.0,79,618,164.062,"hip hop, pop, R&B"
Sean Paul,Like Glue,232506,FALSO,2002,61,747,780,1,-5.038,1,319,811,0.0,113,590,97.917,"hip hop, pop"
Justin Timberlake,Like I Love You,283626,FALSO,2002,62,648,811,6,-4.927,0,646,439,307,703,900,114.964,pop
Sophie Ellis-Bextor,Murder On The Dancefloor,230013,FALSO,2002,62,648,848,1,-5.285,0,309,312,1.16e-05,313,863,117.310,"pop, Dance/Electronic"
DJ Sammy,Heaven,233600,FALSO,2002,63,765,953,8,-5.601,1,548,11,606,226,601,137.965,pop
Matchbox Twenty,Unwell,228706,FALSO,2002,63,665,788,6,-5.263,0,403,298,0.0,707,429,80.718,"pop, rock"
The Roots,The Seed (2.0),267933,VERDADERO,2002,63,457,957,7,-2.281,1,357,39,0.0,133,966,111.121,hip hop
Big Tymers,Still Fly,335613,VERDADERO,2002,64,845,607,11,-3.538,1,162,302,8.97e-06,339,560,177.928,"hip hop, pop"
Tweet,Oops (Oh My) [feat. Missy Elliott],237800,VERDADERO,2002,64,884,536,10,-8.786,0,290,233,669,111,775,159.963,"hip hop, pop, R&B"
Atomic Kitten,The Tide Is High - Radio Mix,206093,FALSO,2002,65,884,649,7,-4.127,1,322,209,482,670,665,103.997,pop
Las Ketchup,The Ketchup Song (AserejÃ©) - Spanglish Version,213973,FALSO,2002,66,908,923,1,-6.777,1,948,193,1.1e-06,924,868,184.819,set()
3 Doors Down,When I'm Gone,260333,FALSO,2002,67,668,768,7,-5.611,1,284,385,0.0,103,374,148.095,"pop, rock, metal"
Camâ€™ron,Oh Boy,204706,VERDADERO,2002,67,759,767,6,-5.586,1,145,216,0.0,172,828,83.014,"hip hop, pop"
Christina Aguilera,Fighter,245960,FALSO,2002,67,424,920,4,-1.357,0,201,235,353,552,450,188.899,pop
Junior Senior,Move Your Feet,181826,FALSO,2002,67,492,904,9,-2.623,1,803,46,106,203,846,118.877,pop
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),324306,VERDADERO,2002,68,624,759,6,-4.315,1,306,142,0.0,648,518,85.996,"hip hop, pop"
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),324306,VERDADERO,2002,68,451,759,6,-4.315,1,306,142,0.0,648,518,85.996,"hip hop, pop"
Christina Aguilera,Dirrty (feat. Redman),298853,FALSO,2002,68,557,889,2,-3.073,1,322,107,0.0,339,436,99.931,pop
Good Charlotte,Lifestyles of the Rich & Famous,190173,FALSO,2002,68,735,930,1,-3.685,1,374,43,0.0,686,609,106.220,"rock, metal"
Sean Paul,I'm Still in Love with You (feat. Sasha),273360,FALSO,2002,68,614,666,7,-5.384,1,172,102,0.0,116,756,87.002,"hip hop, pop"
Ashanti,Foolish,227386,VERDADERO,2002,70,487,695,0,-5.763,1,532,347,0.0,106,707,90.119,"hip hop, pop, R&B"
Avril Lavigne,I'm with You,223066,FALSO,2002,70,956,406,9,-7.462,1,291,0.08,0.0,117,208,151.950,pop
Jennifer Lopez,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,187840,FALSO,2002,70,892,768,6,-5.448,1,188,733,5.04e-06,575,960,100.000,"hip hop, pop, R&B"
Missy Elliott,Work It,263226,VERDADERO,2002,70,712,677,1,-5.603,1,283,778,0.0,732,584,101.868,"hip hop, pop, R&B"
Missy Elliott,Work It,263226,VERDADERO,2002,70,727,677,1,-5.603,1,283,778,0.0,732,584,101.868,"hip hop, pop, R&B"
Eminem,Cleanin' Out My Closet,297840,VERDADERO,2002,71,585,758,9,-4.753,0,174,687,0.0,783,870,148.015,hip hop
Eminem,Sing For The Moment,339546,VERDADERO,2002,71,577,824,5,-4.164,0,137,17,3.05e-06,426,185,163.961,hip hop
JAY-Z,03' Bonnie & Clyde,205560,VERDADERO,2002,71,577,678,9,-5.148,0,314,0.23,0.0,150,327,89.640,hip hop
Coldplay,In My Place,226680,FALSO,2002,72,618,588,9,-5.455,1,278,553,4.95e-06,298,193,144.636,"rock, pop"
Trapt,Headstrong,285569,VERDADERO,2002,72,548,896,4,-5.819,0,117,172,2.78e-06,189,534,184.981,"rock, metal"
Justin Timberlake,Cry Me a River,288333,FALSO,2002,73,908,654,8,-6.582,0,183,577,0.0,104,564,73.898,pop
Red Hot Chili Peppers,By the Way,216933,FALSO,2002,73,571,970,0,-4.938,1,107,264,355,102,198,122.444,rock
3 Doors Down,Here Without You,238733,FALSO,2002,74,741,533,10,-6.817,0,252,492,0.0,205,233,143.994,"pop, rock, metal"
Sean Paul,Get Busy,211666,FALSO,2002,74,368,824,10,-4.143,0,360,615,0.0,158,726,100.202,"hip hop, pop"
Audioslave,Like a Stone,293960,FALSO,2002,75,762,568,7,-5.477,0,276,797,0.0,997,516,107.849,"rock, metal"
Avril Lavigne,Sk8er Boi,204000,FALSO,2002,75,512,900,0,-4.417,1,482,6.79e-05,0.0,358,484,149.937,pop
Nelly,Hot In Herre,228240,VERDADERO,2002,75,512,745,11,-4.753,0,120,206,0.0,615,912,107.075,"hip hop, pop, R&B"
Vanessa Carlton,A Thousand Miles,237493,FALSO,2002,75,656,825,11,-3.862,1,379,323,0.0,161,268,94.931,"Folk/Acoustic, pop"
Justin Timberlake,Rock Your Body,267266,FALSO,2002,76,638,714,4,-6.055,0,141,201,234,521,817,100.972,pop
Maroon 5,This Love,206200,FALSO,2002,77,853,862,5,-4.612,0,378,525,0.0,93,809,95.051,pop
Nelly,Dilemma,289160,VERDADERO,2002,77,734,552,2,-8.074,0,140,227,164,198,607,168.189,"hip hop, pop, R&B"
Avril Lavigne,Complicated,244506,FALSO,2002,78,831,776,5,-5.898,1,459,572,7.74e-06,300,427,77.987,pop
Coldplay,Clocks,307879,FALSO,2002,79,655,749,5,-7.215,0,279,599,115,183,255,130.970,"rock, pop"
Coldplay,Clocks,307879,FALSO,2002,79,727,749,5,-7.215,0,279,599,115,183,255,130.970,"rock, pop"
Red Hot Chili Peppers,Can't Stop,269000,FALSO,2002,80,606,938,9,-3.442,1,456,179,0.0,167,875,91.455,rock
Eminem,Till I Collapse,297786,VERDADERO,2002,85,669,847,1,-3.237,1,186,622,0.0,816,100,171.447,hip hop
Eminem,Without Me,290320,VERDADERO,2002,87,779,669,7,-2.827,1,738,286,0.0,237,662,112.238,hip hop
Basement Jaxx,Good Luck,282306,FALSO,2003,0,792,968,5,-3.092,1,162,649,3.07e-06,592,313,154.070,"pop, Dance/Electronic"
Electric Six,Danger! High Voltage - Soulchild Radio Mix,214600,FALSO,2003,0,542,698,11,-4.722,0,302,1.92e-05,166,517,511,123.005,rock
The White Stripes,Seven Nation Army,231920,FALSO,2003,3,581,469,4,-7.627,0,805,601,447,306,313,123.904,"rock, blues"
Gareth Gates,Unchained Melody,233666,FALSO,2003,35,772,426,10,-8.049,1,277,255,5.39e-06,108,208,106.520,pop
Enrique Iglesias,Not In Love - Radio Mix,223133,FALSO,2003,37,663,885,0,-5.096,0,395,371,0.0,519,886,117.021,"pop, latin"
Rachel Stevens,Sweet Dreams My LA Ex - Radio Edit,208386,FALSO,2003,38,562,862,2,-3.587,1,138,733,144,936,908,130.036,"pop, Dance/Electronic"
Dido,White Flag,240040,FALSO,2003,44,641,525,5,-6.823,1,401,327,3.3e-06,810,294,169.951,pop
Dido,White Flag,240040,FALSO,2003,44,641,525,5,-6.823,1,401,327,3.3e-06,810,294,169.951,pop
Kelly Clarkson,Miss Independent,214773,FALSO,2003,47,755,615,11,-6.359,0,137,769,415,706,592,175.943,"pop, R&B"
Amanda Perez,Angel,218760,FALSO,2003,48,737,540,0,-6.849,1,473,506,0.0,157,352,143.772,"pop, R&B"
Blue,U Make Me Wanna - Radio Edit,222400,FALSO,2003,48,802,736,7,-6.228,1,329,325,0.0,137,848,158.108,pop
Lil' Kim,The Jump Off (feat. Mr. Cheeks) - Remix,234800,VERDADERO,2003,48,553,752,1,-8.831,1,339,178,4.65e-06,553,935,104.946,"hip hop, pop, R&B"
Ludacris,Splash Waterfalls,290760,VERDADERO,2003,48,751,846,11,-6.102,1,409,101,0.0,233,702,145.894,"hip hop, pop"
MÃ½a,My Love Is Like...Wo - Main Mix,209533,FALSO,2003,48,883,695,4,-6.491,1,109,194,1.24e-05,309,722,132.817,"pop, R&B"
Black Eyed Peas,Hey Mama,214893,VERDADERO,2003,49,785,866,4,-6.345,0,232,104,1.42e-06,584,933,100.150,"hip hop, pop"
Frankie J,Don't Wanna Try,245293,FALSO,2003,49,447,433,5,-7.577,0,348,444,0.0,221,199,130.127,"hip hop, pop, R&B"
Alicia Keys,Karma,256000,FALSO,2003,50,727,736,10,-6.203,1,615,743,311,348,687,85.098,"pop, R&B"
Ashanti,Rain On Me,297960,FALSO,2003,50,606,699,8,-3.103,0,337,343,1.89e-06,757,509,83.701,"hip hop, pop, R&B"
Counting Crows,Big Yellow Taxi,225426,FALSO,2003,50,669,873,8,-4.315,1,494,204,0.0,137,827,88.029,"rock, pop"
Gareth Gates,Anyone of Us (Stupid Mistake),227866,FALSO,2003,53,700,720,1,-6.061,1,261,285,0.0,845,654,106.986,pop
JAY-Z,Dirt Off Your Shoulder,245173,VERDADERO,2003,53,779,655,1,-7.147,1,318,319,2.63e-06,339,645,163.971,hip hop
Madonna,Die Another Day,276360,FALSO,2003,53,792,797,0,-5.166,0,901,62,325,896,491,123.993,pop
Delta Goodrem,Born to Try,251280,FALSO,2003,54,542,589,8,-6.813,1,284,246,0.0,188,336,133.838,pop
Delta Goodrem,Lost Without You,248546,FALSO,2003,54,581,747,7,-6.682,1,283,365,1.69e-06,193,514,146.301,pop
Youngbloodz,Damn! (feat. Lil' Jon) - Club Mix,298600,VERDADERO,2003,54,772,724,6,-5.799,0,307,149,0.0,355,518,84.038,"hip hop, pop"
Alicia Keys,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),284160,FALSO,2003,55,663,465,8,-9.711,0,317,555,183,125,279,127.932,"pop, R&B"
Katie Melua,The Closest Thing to Crazy,252466,FALSO,2003,55,562,219,4,-13.2,1,312,856,296,979,106,127.831,"pop, easy listening, jazz"
Will Young,Leave Right Now,214733,FALSO,2003,55,641,445,6,-8.674,1,368,145,0.0,108,383,81.931,pop
Will Young,Leave Right Now,214733,FALSO,2003,55,641,445,6,-8.674,1,368,145,0.0,108,383,81.931,pop
Avant,Read Your Mind,263506,FALSO,2003,56,755,381,8,-6.696,0,711,291,5.13e-06,974,695,73.108,"pop, R&B"
Black Eyed Peas,Shut Up,296186,FALSO,2003,56,810,714,2,-3.966,1,243,637,0.0,237,561,112.968,"hip hop, pop"
Petey Pablo,Freek-A-Leek,235186,VERDADERO,2003,56,737,697,2,-3.716,1,254,756,0.0,359,662,104.917,"hip hop, pop"
50 Cent,"Wanksta - From ""8 Mile"" Soundtrack",219400,VERDADERO,2003,57,802,863,1,-3.552,1,200,199,0.0,141,873,81.008,"hip hop, pop"
Jessica Simpson,With You,191826,FALSO,2003,57,553,756,0,-4.583,1,108,923,0.0,215,605,94.487,"pop, R&B"
Kelis,Millionaire,224933,FALSO,2003,57,680,847,11,-6.636,1,108,217,0.0,374,750,176.051,"pop, R&B, Dance/Electronic"
Ludacris,Stand Up,213760,VERDADERO,2003,57,751,840,6,-4.855,1,349,367,0.0,916,801,99.057,"hip hop, pop"
Room 5,Make Luv,212413,FALSO,2003,57,883,887,1,-4.92,1,116,111,0.63,367,648,124.814,Dance/Electronic
Sugababes,Hole In The Head,218173,FALSO,2003,57,785,933,6,-4.629,0,309,303,0.0,137,962,125.011,"pop, R&B"
Westlife,Mandy,199320,FALSO,2003,57,447,636,5,-5.08,1,278,254,9.25e-05,110,376,105.678,pop
Girls Aloud,Sound Of The Underground,221426,FALSO,2003,58,568,867,11,-5.861,1,365,344,4.67e-05,328,880,163.944,"pop, Dance/Electronic"
Sugababes,Too Lost In You,237693,FALSO,2003,58,586,705,1,-4.904,0,287,485,0.0,150,459,98.014,"pop, R&B"
Sugababes,Too Lost In You,237693,FALSO,2003,58,586,705,1,-4.904,0,287,485,0.0,150,459,98.014,"pop, R&B"
Britney Spears,Me Against the Music (feat. Madonna) - LP Version / Video Mix,223773,FALSO,2003,59,804,836,6,-6.635,0,890,0.32,0.0,213,850,120.046,pop
Ginuwine,In Those Jeans,243306,VERDADERO,2003,59,691,541,1,-5.873,1,776,508,0.0,753,319,127.683,"hip hop, pop, R&B"
Ultrabeat,Pretty Green Eyes - Radio Edit,201920,FALSO,2003,59,553,775,1,-10.284,0,430,212,0.0,728,510,139.993,"pop, Dance/Electronic"
Girls Aloud,Jump,220360,FALSO,2003,60,658,826,8,-6.031,1,346,189,275,492,795,134.465,"pop, Dance/Electronic"
Marilyn Manson,Tainted Love,200426,FALSO,2003,60,622,876,8,-7.779,1,728,107,1.83e-06,292,537,142.017,"rock, metal"
No Doubt,It's My Life,226053,FALSO,2003,60,612,735,8,-5.074,0,282,202,118,328,783,126.326,"rock, pop"
No Doubt,It's My Life,226053,FALSO,2003,60,612,735,8,-5.074,0,282,202,118,328,783,126.326,"rock, pop"
Alicia Keys,You Don't Know My Name,366733,FALSO,2003,61,264,663,9,-8.264,1,187,0.59,443,342,249,167.078,"pop, R&B"
Chingy,Holidae In,314400,VERDADERO,2003,61,810,791,7,-5.909,1,181,893,0.0,838,948,153.067,"hip hop, pop, R&B"
Chingy,One Call Away,276800,FALSO,2003,61,765,821,4,-5.926,0,183,918,0.0,217,962,162.519,"hip hop, pop, R&B"
Fabolous,Can't Let You Go (feat. Mike Shorey & Lil' Mo),223973,VERDADERO,2003,61,646,600,9,-6.569,1,458,231,0.0,794,811,192.082,"hip hop, pop, R&B"
G-Unit,Wanna Get To Know You,265026,VERDADERO,2003,61,513,826,10,-3.651,0,132,106,0.0,675,889,76.910,"hip hop, pop"
Lumidee,"Never Leave You (Uh Oooh, Uh Oooh)",184906,FALSO,2003,61,811,657,6,-6.197,1,362,391,712,798,777,199.958,"pop, R&B"
Panjabi MC,Mundian to Bach Ke,244666,FALSO,2003,61,778,879,8,-4.951,0,371,399,792,150,942,98.077,"World/Traditional, hip hop"
Switchfoot,Meant to Live,201373,FALSO,2003,61,397,903,2,-4.577,1,457,575,1.6e-06,362,556,151.551,"rock, pop"
Ying Yang Twins,Salt Shaker,252440,VERDADERO,2003,61,884,697,11,-6.022,1,128,509,0.0,94,322,101.965,"hip hop, pop"
B2K,"Bump, Bump, Bump (feat. P. Diddy)",282773,FALSO,2003,62,835,680,1,-6.02,0,210,0.1,0.0,490,889,95.508,"hip hop, pop, R&B"
BeyoncÃ©,"Me, Myself and I",301133,FALSO,2003,62,750,458,1,-9.092,1,803,226,3.25e-05,137,536,83.610,"pop, R&B"
BeyoncÃ©,Baby Boy (feat. Sean Paul),244826,FALSO,2003,63,655,488,1,-9.17,1,220,825,1.16e-06,221,791,91.025,"pop, R&B"
BeyoncÃ©,Naughty Girl,208600,FALSO,2003,63,735,466,6,-8.65,0,857,239,6.24e-06,102,643,99.973,"pop, R&B"
Britney Spears,Everytime,230306,FALSO,2003,63,398,284,3,-12.852,1,337,966,8.57e-05,116,114,109.599,pop
Kelis,Trick Me,206106,VERDADERO,2003,63,970,720,1,-3.347,0,149,369,389,326,962,107.170,"pop, R&B, Dance/Electronic"
Wayne Wonder,No Letting Go,202013,FALSO,2003,63,496,819,5,-5.656,0,444,479,215,177,317,100.215,"hip hop, R&B"
JUVENILE,Slow Motion,248200,VERDADERO,2003,64,713,734,0,-4.894,0,325,548,0.0,687,890,172.872,"hip hop, pop"
Monica,So Gone,242773,FALSO,2003,64,618,552,8,-6.863,1,981,176,0.0,252,586,81.975,"pop, R&B"
Ashanti,Rock Wit U (Awww Baby),209120,FALSO,2003,65,710,797,4,-3.006,0,582,408,0.0,160,849,94.998,"hip hop, pop, R&B"
Benny Benassi,Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,285570,FALSO,2003,66,793,698,11,-3.626,1,104,163,145,745,339,130.017,"pop, Dance/Electronic"
Chad Kroeger,Hero (feat. Josey Scott),200480,FALSO,2003,66,427,843,4,-4.54,1,364,216,0.0,179,304,147.387,metal
Outkast,The Way You Move (feat. Sleepy Brown),234000,VERDADERO,2003,66,871,597,5,-4.932,0,464,126,113,638,635,125.999,"hip hop, pop"
Outkast,The Way You Move (feat. Sleepy Brown),234000,VERDADERO,2003,66,871,597,5,-4.932,0,464,126,113,638,635,125.999,"hip hop, pop"
Fabolous,Into You (feat. Tamia),295773,VERDADERO,2003,67,546,538,7,-7.886,0,523,233,0.0,118,580,182.12,"hip hop, pop, R&B"
Pharrell Williams,Frontin' (feat. Jay-Z) - Club Mix,236506,VERDADERO,2003,67,894,404,9,-5.913,0,130,453,1.57e-06,801,759,102.009,"hip hop, pop"
Black Eyed Peas,Where Is The Love?,272533,FALSO,2003,68,835,687,5,-3.18,1,184,101,0.0,132,828,94.059,"hip hop, pop"
Kelis,Milkshake,182626,FALSO,2003,68,881,774,1,-6.068,1,439,986,346,206,759,112.968,"pop, R&B, Dance/Electronic"
Linkin Park,Breaking the Habit,196906,FALSO,2003,68,579,849,4,-5.218,0,303,108,0.0,909,581,100.021,"rock, metal"
Nickelback,Someday,207466,FALSO,2003,68,455,858,11,-5.659,0,391,616,247,226,597,163.118,"rock, metal"
The Rasmus,In the Shadows,257920,FALSO,2003,68,600,796,2,-4.481,1,275,109,5.2e-05,484,750,105.991,metal
Chingy,Right Thurr,250746,VERDADERO,2003,69,866,749,2,-3.977,1,253,0.15,0.0,614,891,92.074,"hip hop, pop, R&B"
Jamelia,Superstar,215480,FALSO,2003,69,801,645,1,-6.93,1,356,457,0.0,357,824,110.010,pop
Limp Bizkit,Behind Blue Eyes,269973,FALSO,2003,70,595,489,7,-6.66,1,271,497,0.0,119,902,120.315,metal
50 Cent,21 Questions,224440,VERDADERO,2003,72,646,813,6,-3.846,0,299,349,9.37e-05,427,895,92.729,"hip hop, pop"
Evanescence,My Immortal,262533,FALSO,2003,72,190,265,9,-9.206,1,356,863,0.0,134,101,79.012,metal
Linkin Park,Faint,162600,FALSO,2003,72,554,978,4,-3.554,1,131,111,0.0,731,594,135.095,"rock, metal"
Three Days Grace,I Hate Everything About You,231480,FALSO,2003,72,498,830,6,-5.157,0,421,461,0.0,139,453,89.342,"rock, metal"
Baby Bash,Suga Suga,239026,FALSO,2003,73,662,748,5,-3.041,0,268,688,8.43e-06,841,535,82.331,"hip hop, pop, R&B, latin"
